month,product_id,label
2021-3,1028,1684.426445
2021-1,1029,4079.282689
2021-2,1029,1241.691843
2021-3,1029,3145.891868
2021-1,1030,4023.688079
2021-2,1030,1110.187623
2021-3,1030,2731.540253
2021-1,1031,1677.697441
2021-2,1031,890.4652303
2021-3,1031,1249.493145
2021-1,1032,1663.16359
2021-2,1032,843.670529
2021-3,1032,1141.955308
2021-1,1033,1225.623326
2021-2,1033,514.4155409
2021-3,1033,963.0833528
2021-1,1034,1964.368127
2021-2,1034,690.5126064
2021-3,1034,1854.628846
2021-1,1035,7294.685056
2021-2,1035,1785.644252
2021-3,1035,4777.740489
2021-1,1036,1907.885566
2021-2,1036,893.3995067
2021-3,1036,1882.189629
2021-1,1037,1306.633658
2021-2,1037,377.4917802
2021-3,1037,825.371572
2021-1,1038,3832.881261
2021-2,1038,922.2498632
2021-3,1038,3073.87641
2021-1,1039,2485.839872
2021-2,1039,800.2872663
2021-3,1039,2146.776963
2021-1,1040,1129.872292
2021-2,1040,443.5944689
2021-3,1040,823.5759185
2021-1,1041,2039.059291
2021-2,1041,620.818969
2021-3,1041,1740.587369
2021-1,1042,681.3
2021-2,1042,868.8
2021-3,1042,976.4
2021-1,1043,1700.0
2021-2,1043,2067.7
2021-3,1043,2177.23
2021-1,1044,1866.7
2021-2,1044,2345.6
2021-3,1044,2479.1
2021-1,1045,525.7
2021-2,1045,666.6
2021-3,1045,676.43
2021-1,1046,3728.3
2021-2,1046,4626.1
2021-3,1046,4890.1
2021-1,1047,1183.7
2021-2,1047,1510.2
2021-3,1047,1562.6
2021-1,1048,878.0
2021-2,1048,1133.33
2021-3,1048,1229.11
2021-1,1049,1605.33
2021-2,1049,1983.44
2021-3,1049,2127.92
2021-1,1050,1857.33
2021-2,1050,2369.44
2021-3,1050,2436.923
2021-1,1051,660.0
2021-2,1051,846.0
2021-3,1051,837.66
2021-1,1052,3908.0
2021-2,1052,4904.33
2021-3,1052,5185.11
2021-1,1053,662.0
2021-2,1053,662.0
2021-3,1053,662.0
2021-1,1054,1598.0
2021-2,1054,1598.0
2021-3,1054,1598.0
2021-1,1055,1093.0
2021-2,1055,1228.66
2021-3,1055,1487.22
2021-1,1056,2935.33
2021-2,1056,3108.78
2021-3,1056,3589.7
2021-1,1057,1231.0
2021-2,1057,1457.33
2021-3,1057,1494.78
2021-1,1058,224.0
2021-2,1058,224.0
2021-3,1058,224.0
2021-1,1059,442.0
2021-2,1059,442.0
2021-3,1059,442.0
2021-1,1060,136.0
2021-2,1060,136.0
2021-3,1060,136.0
2021-1,1061,872.0
2021-2,1061,872.0
2021-3,1061,872.0
2021-1,1062,351.0
2021-2,1062,351.0
2021-3,1062,351.0
2021-1,1063,3081.10148
2021-2,1063,822.0062154
2021-3,1063,2698.388464
2021-1,1064,2610.296
2021-2,1064,1136.108705
2021-3,1064,2459.617963
2021-1,1065,900.4864749
2021-2,1065,277.7984223
2021-3,1065,515.5231024
2021-1,1066,7549.110568
2021-2,1066,2054.655388
2021-3,1066,4631.207084
2021-1,1067,2025.975205
2021-2,1067,610.1403239
2021-3,1067,1932.763003
2021-1,1068,4883.941893
2021-2,1068,1372.589222
2021-3,1068,4344.244861
2021-1,1069,2975.378146
2021-2,1069,689.6348447
2021-3,1069,2730.80487
2021-1,1070,48808.87689
2021-2,1070,36425.76422
2021-3,1070,41242.52734
2021-1,1071,51254.25006
2021-2,1071,38355.97356
2021-3,1071,43857.66383
2021-1,1072,10585.00285
2021-2,1072,2257.17968
2021-3,1072,6629.0681
2021-1,1073,20554.42241
2021-2,1073,8891.377593
2021-3,1073,12789.06756
2021-1,1074,4396.175342
2021-2,1074,1268.689806
2021-3,1074,3419.988533
2021-1,1075,2942.808657
2021-2,1075,748.4617616
2021-3,1075,2823.176271
2021-1,1076,2374.072874
2021-2,1076,729.9460121
2021-3,1076,2207.529465
2021-1,1077,4944.472617
2021-2,1077,1337.61263
2021-3,1077,4029.894162
2021-1,1078,3403.50772
2021-2,1078,1012.226024
2021-3,1078,3127.861935
2021-1,1079,2083.134366
2021-2,1079,575.4322731
2021-3,1079,2078.468985
2021-1,1080,2529.266162
2021-2,1080,1001.872924
2021-3,1080,2057.664574
2021-1,1081,2043.948188
2021-2,1081,614.3909189
2021-3,1081,2189.428081
2021-1,1082,2823.738211
2021-2,1082,815.8880159
2021-3,1082,2533.455895
2021-1,1083,2651.62214
2021-2,1083,753.5985935
2021-3,1083,2689.184589
2021-1,1084,4275.934128
2021-2,1084,1065.331771
2021-3,1084,3760.867516
2021-1,1085,2304.690377
2021-2,1085,669.3257233
2021-3,1085,2328.68513
2021-1,1086,3951.926106
2021-2,1086,1038.26083
2021-3,1086,3081.942245
2021-1,1087,507.7108484
2021-2,1087,446.3769352
2021-3,1087,665.1879571
2021-1,1088,1966.003567
2021-2,1088,540.3520976
2021-3,1088,1973.357705
2021-1,1089,1782.377963
2021-2,1089,846.0426449
2021-3,1089,1610.637969
2021-1,1090,4279.487573
2021-2,1090,1054.462256
2021-3,1090,3546.670923
2021-1,1091,729.4222334
2021-2,1091,379.9823288
2021-3,1091,586.3715705
2021-1,1092,2119.546952
2021-2,1092,641.8303993
2021-3,1092,2308.958137
2021-1,1093,1893.084129
2021-2,1093,604.0370258
2021-3,1093,1850.998098
2021-1,1094,2896.785925
2021-2,1094,702.7283931
2021-3,1094,3008.72608
2021-1,1095,3418.840648
2021-2,1095,1041.023204
2021-3,1095,3179.33898
2021-1,1096,2790.28143
2021-2,1096,648.2939411
2021-3,1096,2700.398446
2021-1,1097,2506.602669
2021-2,1097,1001.409697
2021-3,1097,2401.512302
2021-1,1098,3913.670035
2021-2,1098,1220.473353
2021-3,1098,2688.379625
2021-1,1099,46850.17586
2021-2,1099,39293.11366
2021-3,1099,45602.94046
2021-1,1100,16347.00038
2021-2,1100,5287.854641
2021-3,1100,12623.5825
2021-1,1101,5300.27951
2021-2,1101,1497.568784
2021-3,1101,4541.886
2021-1,1102,2070.81533
2021-2,1102,628.2119817
2021-3,1102,2089.611086
2021-1,1103,1807.343773
2021-2,1103,583.235563
2021-3,1103,1840.757727
2021-1,1104,1607.365275
2021-2,1104,763.3212229
2021-3,1104,1166.704247
2021-1,1105,1690.317417
2021-2,1105,545.6192375
2021-3,1105,1370.999247
2021-1,1106,894.507479
2021-2,1106,483.9764597
2021-3,1106,752.4395538
2021-1,1107,447.4192161
2021-2,1107,176.5380923
2021-3,1107,261.246874
2021-1,1108,0.0
2021-2,1108,0.0
2021-3,1108,0.0
2021-1,1109,6380.33
2021-2,1109,7318.11
2021-3,1109,7296.15
2021-1,1110,3551.0
2021-2,1110,4426.33
2021-3,1110,4243.78
2021-1,1111,5325.0
2021-2,1111,5275.0
2021-3,1111,5300.0
2021-1,1112,2264.33
2021-2,1112,2850.11
2021-3,1112,2543.15
2021-1,1113,2473.0
2021-2,1113,2756.67
2021-3,1113,2735.89
2021-1,1114,1155.0
2021-2,1114,1356.33
2021-3,1114,1495.78
2021-1,1115,1856.67
2021-2,1115,2337.89
2021-3,1115,2342.19
2021-1,1116,3061.33
2021-2,1116,3513.78
2021-3,1116,3571.7
2021-1,1117,0.0
2021-2,1117,0.0
2021-3,1117,0.0
2021-1,1118,6206.0
2021-2,1118,7009.67
2021-3,1118,6922.56
2021-1,1119,2757.33
2021-2,1119,3634.44
2021-3,1119,3409.59
2021-1,1120,2583.5
2021-2,1120,2849.25
2021-3,1120,2716.375
2021-1,1121,2855.0
2021-2,1121,3470.0
2021-3,1121,3336.67
2021-1,1122,417.0
2021-2,1122,522.0
2021-3,1122,696.0
2021-1,1123,344.0
2021-2,1123,344.0
2021-3,1123,344.0
2021-1,1124,308.0
2021-2,1124,308.0
2021-3,1124,308.0
2021-1,1125,205.0
2021-2,1125,205.0
2021-3,1125,205.0
2021-1,1126,3180.33
2021-2,1126,3577.11
2021-3,1126,3570.84
2021-1,1127,1128.33
2021-2,1127,1442.78
2021-3,1127,1435.37
2021-1,1128,621.33
2021-2,1128,766.78
2021-3,1128,837.37
2021-1,1129,3968.67
2021-2,1129,4390.89
2021-3,1129,4306.19
2021-1,1130,982.0
2021-2,1130,982.0
2021-3,1130,982.0
2021-1,1131,0.0
2021-2,1131,0.0
2021-3,1131,0.0
2021-1,1132,2802.0
2021-2,1132,3611.5
2021-3,1132,3206.75
2021-1,1133,1956.5
2021-2,1133,2371.75
2021-3,1133,2164.125
2021-1,1134,1632.5
2021-2,1134,2010.25
2021-3,1134,1821.375
2021-1,1135,1360.0
2021-2,1135,1726.0
2021-3,1135,1543.0
2021-1,1136,562.0
2021-2,1136,562.0
2021-3,1136,562.0
2021-1,1137,210.0
2021-2,1137,210.0
2021-3,1137,210.0
2021-1,1138,205.0
2021-2,1138,205.0
2021-3,1138,205.0
2021-1,1139,102.0
2021-2,1139,102.0
2021-3,1139,102.0
2021-1,1140,0.0
2021-2,1140,0.0
2021-3,1140,0.0
2021-1,1141,0.0
2021-2,1141,0.0
2021-3,1141,0.0
2021-1,1142,0.0
2021-2,1142,0.0
2021-3,1142,0.0
2021-1,1143,0.0
2021-2,1143,0.0
2021-3,1143,0.0
2021-1,1144,0.0
2021-2,1144,0.0
2021-3,1144,0.0
2021-1,1145,0.0
2021-2,1145,0.0
2021-3,1145,0.0
2021-1,1146,0.0
2021-2,1146,0.0
2021-3,1146,0.0
2021-1,1147,0.0
2021-2,1147,0.0
2021-3,1147,0.0
2021-1,1148,0.0
2021-2,1148,0.0
2021-3,1148,0.0
2021-1,1149,0.0
2021-2,1149,0.0
2021-3,1149,0.0
2021-1,1150,0.0
2021-2,1150,0.0
2021-3,1150,0.0
2021-1,1151,0.0
2021-2,1151,0.0
2021-3,1151,0.0
2021-1,1152,0.0
2021-2,1152,0.0
2021-3,1152,0.0
2021-1,1153,0.0
2021-2,1153,0.0
2021-3,1153,0.0
2021-1,1154,0.0
2021-2,1154,0.0
2021-3,1154,0.0
2021-1,1155,0.0
2021-2,1155,0.0
2021-3,1155,0.0
2021-1,1156,0.0
2021-2,1156,0.0
2021-3,1156,0.0
2021-1,1157,0.0
2021-2,1157,0.0
2021-3,1157,0.0
2021-1,1158,0.0
2021-2,1158,0.0
2021-3,1158,0.0
2021-1,1159,0.0
2021-2,1159,0.0
2021-3,1159,0.0
2021-1,1160,0.0
2021-2,1160,0.0
2021-3,1160,0.0
2021-1,1161,0.0
2021-2,1161,0.0
2021-3,1161,0.0
2021-1,1162,0.0
2021-2,1162,0.0
2021-3,1162,0.0
2021-1,1163,40634.49749
2021-2,1163,25958.36738
2021-3,1163,26339.23463
2021-1,1164,11917.00981
2021-2,1164,976.3805527
2021-3,1164,11527.10775
2021-1,1165,11176.07416
2021-2,1165,683.1396204
2021-3,1165,8727.77779
2021-1,1166,2826.520947
2021-2,1166,798.3649849
2021-3,1166,2744.947122
2021-1,1167,2375.134593
2021-2,1167,759.6587884
2021-3,1167,2474.890471
2021-1,1168,2203.331988
2021-2,1168,847.7315575
2021-3,1168,2242.235772
2021-1,1169,3974.377567
2021-2,1169,832.729321
2021-3,1169,3690.588987
2021-1,1170,3029.896191
2021-2,1170,868.4739367
2021-3,1170,2711.004987
2021-1,1171,1709.450046
2021-2,1171,696.2478678
2021-3,1171,1409.948985
2021-1,1172,1785.708929
2021-2,1172,725.3981149
2021-3,1172,1367.741672
2021-1,1173,2795.94187
2021-2,1173,711.1833498
2021-3,1173,2597.000907
2021-1,1174,2583.700665
2021-2,1174,895.6316309
2021-3,1174,2474.188856
2021-1,1175,871.3689292
2021-2,1175,335.9100972
2021-3,1175,728.5880761
2021-1,1176,4207.22777
2021-2,1176,926.5774115
2021-3,1176,3565.754244
2021-1,1177,1947.004975
2021-2,1177,677.4812432
2021-3,1177,1700.191063
2021-1,1178,8751.275666
2021-2,1178,1301.17684
2021-3,1178,7981.12317
2021-1,1179,2037.849817
2021-2,1179,584.6363991
2021-3,1179,2104.04355
2021-1,1180,8745.703072
2021-2,1180,911.714115
2021-3,1180,6357.738085
2021-1,1181,2916.059841
2021-2,1181,759.0214657
2021-3,1181,2941.033584
2021-1,1182,1512.624201
2021-2,1182,632.9841771
2021-3,1182,943.4550709
2021-1,1183,2396.128872
2021-2,1183,666.9991766
2021-3,1183,2378.804619
2021-1,1184,4843.017183
2021-2,1184,1465.111559
2021-3,1184,4158.74864
2021-1,1185,2506.934859
2021-2,1185,1053.781728
2021-3,1185,2509.923693
2021-1,1186,12660.42226
2021-2,1186,2122.321452
2021-3,1186,9286.342642
2021-1,1187,3968.041941
2021-2,1187,934.3822909
2021-3,1187,3196.851971
2021-1,1188,1544.041813
2021-2,1188,483.3629855
2021-3,1188,1177.757707
2021-1,1189,7794.602102
2021-2,1189,522.232404
2021-3,1189,6890.305524
2021-1,1190,3430.952276
2021-2,1190,931.3983933
2021-3,1190,3013.268299
2021-1,1191,8332.039233
2021-2,1191,1513.286482
2021-3,1191,5983.274807
2021-1,1192,2523.057227
2021-2,1192,913.7551745
2021-3,1192,2462.343395
2021-1,1193,1930.843306
2021-2,1193,469.7319229
2021-3,1193,1847.214661
2021-1,1194,4203.364945
2021-2,1194,673.2453754
2021-3,1194,3740.745544
2021-1,1195,3196.057886
2021-2,1195,1152.93049
2021-3,1195,2946.493607
2021-1,1196,4293.830465
2021-2,1196,800.5803342
2021-3,1196,3688.964895
2021-1,1197,126.3922925
2021-2,1197,45.80561087
2021-3,1197,232.9757875
2021-1,1198,1619.121456
2021-2,1198,671.8366708
2021-3,1198,1129.246104
2021-1,1199,1514.95025
2021-2,1199,614.8503675
2021-3,1199,1073.701234
2021-1,1200,1954.314524
2021-2,1200,599.186693
2021-3,1200,1953.483491
2021-1,1201,2434.720054
2021-2,1201,821.2728241
2021-3,1201,2465.665245
2021-1,1202,4530.222228
2021-2,1202,1625.652272
2021-3,1202,3798.85661
2021-1,1203,1884.021174
2021-2,1203,504.3984457
2021-3,1203,1827.807667
2021-1,1204,4819.62449
2021-2,1204,189.14084
2021-3,1204,5087.882727
2021-1,1205,4541.575042
2021-2,1205,1691.399917
2021-3,1205,3499.778259
2021-1,1206,3714.561923
2021-2,1206,1185.719
2021-3,1206,3349.716155
2021-1,1207,21969.42362
2021-2,1207,5391.257327
2021-3,1207,15924.71216
2021-1,1208,17062.63415
2021-2,1208,3806.44307
2021-3,1208,12039.31793
2021-1,1209,1731.919553
2021-2,1209,693.8804198
2021-3,1209,1396.540757
