product_id,is_sale_day,year_month,month,type,order,start_stock,end_stock,label_month
5,0,201909,9,2,9820.0,91.0,88.0,4054.0
5,0,201910,10,2,10731.0,88.0,168.0,4631.0
5,0,201911,11,2,12677.0,168.0,169.0,4849.0
5,0,201912,12,2,14152.0,169.0,108.0,4839.0
5,0,202001,1,2,4469.0,108.0,215.0,1643.0
5,0,202002,2,2,2755.0,215.0,343.0,204.0
5,0,202003,3,2,3048.0,363.0,268.0,2860.0
5,0,202004,4,2,7108.0,268.0,166.0,3287.0
5,0,202005,5,2,12472.0,186.0,144.0,4169.0
5,0,202006,6,2,13061.0,144.0,124.0,3926.0
5,0,202007,7,2,15835.0,127.0,139.0,4604.0
5,0,202008,8,2,14180.0,139.0,113.0,4260.0
5,0,202009,9,2,15034.0,113.0,61.0,3997.0
5,0,202010,10,2,14312.0,61.0,211.0,3882.0
5,0,202011,11,2,16180.0,77.0,76.0,4155.0
5,0,202012,12,2,17381.0,76.0,128.0,4045.0
6,0,201802,2,0,1129.0,44.0,56.0,630.0
6,0,201803,3,0,3568.0,56.0,51.0,2434.0
6,0,201804,4,0,4560.0,51.0,97.0,2720.0
6,0,201805,5,0,7521.0,97.0,69.0,3441.0
6,0,201806,6,0,7687.0,69.0,57.0,3783.0
6,0,201807,7,0,8675.0,57.0,134.0,3300.0
6,0,201808,8,0,8245.0,134.0,92.0,3895.0
6,0,201809,9,0,7989.0,92.0,73.0,3604.0
6,0,201810,10,0,7583.0,73.0,150.0,3284.0
6,0,201811,11,0,8522.0,124.0,145.0,3656.0
6,0,201812,12,0,9310.0,145.0,122.0,4564.0
6,0,201901,1,0,7049.0,122.0,222.0,3532.0
6,0,201902,2,0,1101.0,222.0,213.0,1117.0
6,0,201903,3,0,4611.0,213.0,242.0,3473.0
6,0,201904,4,0,6769.0,242.0,118.0,3575.0
6,0,201905,5,0,9941.0,131.0,183.0,4425.0
6,0,201906,6,0,10689.0,183.0,112.0,4323.0
6,0,201907,7,0,11824.0,112.0,217.0,4783.0
6,0,201908,8,0,10986.0,217.0,255.0,4596.0
6,0,201909,9,0,9820.0,255.0,242.0,3946.0
6,0,201910,10,0,10731.0,242.0,130.0,4471.0
6,0,201911,11,0,12677.0,130.0,156.0,4371.0
6,0,201912,12,0,14152.0,156.0,136.0,4877.0
6,0,202001,1,0,4469.0,136.0,255.0,1981.0
6,1,202002,2,0,2755.0,255.0,340.0,213.0
6,1,202003,3,0,3048.0,369.0,284.0,3280.0
6,1,202004,4,0,7108.0,284.0,194.0,3551.0
6,1,202005,5,0,12472.0,213.0,118.0,4479.0
6,1,202006,6,0,13061.0,118.0,150.0,4436.0
6,1,202007,7,0,15835.0,158.0,164.0,4746.0
6,1,202008,8,0,14180.0,165.0,78.0,4797.0
6,1,202009,9,0,15034.0,78.0,136.0,4471.0
6,1,202010,10,0,14312.0,136.0,126.0,4178.0
6,1,202011,11,0,16180.0,137.0,117.0,4171.0
6,1,202012,12,0,17381.0,117.0,184.0,4155.0
7,0,201802,2,0,1129.0,42.0,46.0,0.0
7,0,201803,3,0,3568.0,46.0,44.0,743.0
7,0,201804,4,0,4560.0,44.0,50.0,619.0
7,0,201805,5,0,7521.0,50.0,47.0,732.0
7,0,201806,6,0,7687.0,47.0,49.0,628.0
7,0,201807,7,0,8675.0,49.0,45.0,521.0
7,0,201808,8,0,8245.0,45.0,45.0,521.0
7,0,201809,9,0,7989.0,45.0,49.0,317.0
7,0,201810,10,0,7583.0,49.0,48.0,853.0
7,0,201811,11,0,8522.0,48.0,42.0,629.0
7,0,201812,12,0,9310.0,42.0,42.0,1502.0
7,0,201901,1,0,7049.0,42.0,61.0,1194.0
7,0,201902,2,0,1101.0,61.0,56.0,323.0
7,0,201903,3,0,4611.0,56.0,49.0,1619.0
7,0,201904,4,0,6769.0,49.0,56.0,1697.0
7,0,201905,5,0,9941.0,56.0,90.0,2040.0
7,0,201906,6,0,10689.0,90.0,103.0,2395.0
7,0,201907,7,0,11824.0,103.0,179.0,2035.0
7,0,201908,8,0,10986.0,179.0,182.0,1883.0
7,0,201909,9,0,9820.0,182.0,138.0,2027.0
7,0,201910,10,0,10731.0,138.0,99.0,2186.0
7,0,201911,11,0,12677.0,99.0,82.0,2421.0
7,0,201912,12,0,14152.0,82.0,82.0,2418.0
7,0,202001,1,0,4469.0,82.0,97.0,992.0
7,0,202002,2,0,2755.0,97.0,160.0,0.0
7,0,202003,3,0,3048.0,114.0,97.0,1290.0
7,0,202004,4,0,7108.0,97.0,56.0,1962.0
7,0,202005,5,0,12472.0,66.0,67.0,2336.0
7,0,202006,6,0,13061.0,67.0,70.0,2555.0
7,0,202007,7,0,15835.0,77.0,83.0,3164.0
7,0,202008,8,0,14180.0,83.0,87.0,3147.0
7,0,202009,9,0,15034.0,87.0,65.0,3528.0
7,0,202010,10,0,14312.0,65.0,80.0,3137.0
7,0,202011,11,0,16180.0,107.0,112.0,3218.0
7,0,202012,12,0,17381.0,112.0,89.0,3584.0
8,0,201802,2,2,1129.0,43.0,53.0,436.0
8,0,201803,3,2,3568.0,53.0,46.0,1384.0
8,0,201804,4,2,4560.0,46.0,54.0,1804.0
8,0,201805,5,2,7521.0,54.0,57.0,1993.0
8,0,201806,6,2,7687.0,57.0,41.0,2084.0
8,0,201807,7,2,8675.0,41.0,70.0,1857.0
8,0,201808,8,2,8245.0,70.0,73.0,1956.0
8,0,201809,9,2,7989.0,73.0,60.0,1887.0
8,0,201810,10,2,7583.0,60.0,58.0,1977.0
8,0,201811,11,2,8522.0,56.0,69.0,2323.0
8,0,201812,12,2,9310.0,69.0,80.0,2681.0
8,0,201901,1,2,7049.0,80.0,83.0,2209.0
8,0,201902,2,2,1101.0,83.0,54.0,753.0
8,1,201903,3,2,4611.0,54.0,57.0,2789.0
8,1,201904,4,2,6769.0,57.0,117.0,3747.0
8,1,201905,5,2,9941.0,126.0,176.0,4716.0
8,1,201906,6,2,10689.0,176.0,122.0,4781.0
8,1,201907,7,2,11824.0,122.0,238.0,4606.0
8,1,201908,8,2,10986.0,238.0,62.0,4698.0
8,0,201909,9,2,9820.0,62.0,84.0,4438.0
8,0,201910,10,2,10731.0,84.0,56.0,4758.0
8,0,201911,11,2,12677.0,53.0,117.0,4957.0
8,0,201912,12,2,14152.0,117.0,100.0,5529.0
8,0,202001,1,2,4469.0,100.0,239.0,1994.0
8,0,202002,2,2,2755.0,239.0,261.0,447.0
8,0,202003,3,2,3048.0,262.0,154.0,3199.0
8,0,202004,4,2,7108.0,154.0,173.0,3743.0
8,0,202005,5,2,12472.0,171.0,109.0,4420.0
8,0,202006,6,2,13061.0,109.0,124.0,4367.0
8,0,202007,7,2,15835.0,129.0,140.0,5346.0
8,1,202008,8,2,14180.0,152.0,87.0,4524.0
8,1,202009,9,2,15034.0,87.0,70.0,4757.0
8,1,202010,10,2,14312.0,70.0,150.0,4318.0
8,1,202011,11,2,16180.0,147.0,90.0,4934.0
8,1,202012,12,2,17381.0,90.0,130.0,4539.0
9,0,201802,2,0,1129.0,44.0,44.0,234.0
9,0,201803,3,0,3568.0,44.0,54.0,519.0
9,0,201804,4,0,4560.0,54.0,54.0,817.0
9,0,201805,5,0,7521.0,54.0,48.0,935.0
9,0,201806,6,0,7687.0,48.0,46.0,1156.0
9,0,201807,7,0,8675.0,46.0,54.0,513.0
9,0,201808,8,0,8245.0,54.0,55.0,726.0
9,0,201809,9,0,7989.0,55.0,51.0,1023.0
9,0,201810,10,0,7583.0,51.0,45.0,829.0
9,0,201811,11,0,8522.0,44.0,49.0,1029.0
9,0,201812,12,0,9310.0,49.0,49.0,1543.0
9,0,201901,1,0,7049.0,49.0,50.0,722.0
9,0,201902,2,0,1101.0,50.0,50.0,102.0
9,0,201903,3,0,4611.0,50.0,56.0,306.0
9,0,201904,4,0,6769.0,56.0,46.0,1058.0
9,0,201905,5,0,9941.0,46.0,66.0,1354.0
9,0,201906,6,0,10689.0,66.0,47.0,1397.0
9,0,201907,7,0,11824.0,47.0,64.0,1044.0
9,0,201908,8,0,10986.0,64.0,53.0,1389.0
9,0,201909,9,0,9820.0,53.0,57.0,1050.0
9,0,201910,10,0,10731.0,57.0,63.0,1450.0
9,0,201911,11,0,12677.0,63.0,64.0,1353.0
9,0,201912,12,0,14152.0,64.0,52.0,1582.0
9,0,202001,1,0,4469.0,52.0,53.0,428.0
9,0,202002,2,0,2755.0,40.0,40.0,0.0
9,0,202003,3,0,3048.0,53.0,48.0,823.0
9,0,202004,4,0,7108.0,48.0,44.0,1138.0
9,0,202005,5,0,12472.0,44.0,50.0,1233.0
9,0,202006,6,0,13061.0,50.0,44.0,1030.0
9,0,202007,7,0,15835.0,44.0,47.0,1124.0
9,0,202008,8,0,14180.0,47.0,51.0,1139.0
9,0,202009,9,0,15034.0,51.0,74.0,1244.0
9,0,202010,10,0,14312.0,74.0,85.0,1159.0
9,0,202011,11,0,16180.0,85.0,79.0,1337.0
9,0,202012,12,0,17381.0,79.0,64.0,1775.0
10,0,201802,2,2,1129.0,53.0,51.0,210.0
10,0,201803,3,2,3568.0,51.0,50.0,306.0
10,0,201804,4,2,4560.0,50.0,46.0,221.0
10,0,201805,5,2,7521.0,46.0,43.0,749.0
10,0,201806,6,2,7687.0,43.0,43.0,650.0
10,0,201807,7,2,8675.0,43.0,57.0,314.0
10,0,201808,8,2,8245.0,57.0,53.0,220.0
10,0,201809,9,2,7989.0,53.0,52.0,107.0
10,0,201810,10,2,7583.0,52.0,50.0,110.0
10,0,201811,11,2,8522.0,50.0,46.0,221.0
10,0,201812,12,2,9310.0,46.0,47.0,429.0
10,0,201901,1,2,7049.0,47.0,52.0,210.0
10,0,201902,2,2,1101.0,52.0,51.0,105.0
10,0,201903,3,2,4611.0,51.0,49.0,310.0
10,0,201904,4,2,6769.0,49.0,54.0,947.0
10,0,201905,5,2,9941.0,46.0,49.0,1271.0
10,0,201906,6,2,10689.0,49.0,58.0,825.0
10,0,201907,7,2,11824.0,58.0,56.0,442.0
10,0,201908,8,2,10986.0,56.0,54.0,529.0
10,0,201909,9,2,9820.0,54.0,53.0,1042.0
10,0,201910,10,2,10731.0,53.0,52.0,732.0
10,0,201911,11,2,12677.0,52.0,48.0,938.0
10,0,201912,12,2,14152.0,48.0,45.0,1046.0
10,0,202001,1,2,4469.0,45.0,45.0,329.0
10,0,202002,2,2,2755.0,45.0,78.0,0.0
10,0,202003,3,2,3048.0,48.0,51.0,527.0
10,0,202004,4,2,7108.0,51.0,49.0,1365.0
10,0,202005,5,2,12472.0,41.0,52.0,849.0
10,0,202006,6,2,13061.0,52.0,41.0,1208.0
10,0,202007,7,2,15835.0,40.0,80.0,2523.0
10,0,202008,8,2,14180.0,80.0,60.0,2655.0
10,0,202009,9,2,15034.0,60.0,57.0,2406.0
10,0,202010,10,2,14312.0,57.0,63.0,1804.0
10,0,202011,11,2,16180.0,63.0,49.0,2493.0
10,0,202012,12,2,17381.0,49.0,90.0,2789.0
11,0,201802,2,2,1129.0,76.0,43.0,1294.0
11,0,201803,3,2,3568.0,43.0,335.0,9901.0
11,0,201804,4,2,4560.0,335.0,230.0,3477.0
11,0,201805,5,2,7521.0,230.0,59.0,3385.0
11,0,201806,6,2,7687.0,59.0,64.0,4048.0
11,0,201807,7,2,8675.0,64.0,217.0,2734.0
11,0,201808,8,2,8245.0,217.0,180.0,3130.0
11,0,201809,9,2,7989.0,180.0,40.0,2613.0
11,0,201810,10,2,7583.0,40.0,106.0,3379.0
11,0,201811,11,2,8522.0,104.0,166.0,4597.0
11,0,201812,12,2,9310.0,166.0,250.0,6501.0
11,0,201901,1,2,7049.0,250.0,542.0,3240.0
11,0,201902,2,2,1101.0,542.0,475.0,1044.0
11,0,201903,3,2,4611.0,475.0,197.0,3766.0
11,0,201904,4,2,6769.0,197.0,90.0,5402.0
11,0,201905,5,2,9941.0,90.0,68.0,5040.0
11,0,201906,6,2,10689.0,68.0,281.0,4085.0
11,0,201907,7,2,11824.0,281.0,337.0,3667.0
11,0,201908,8,2,10986.0,337.0,69.0,3477.0
11,0,201909,9,2,9820.0,69.0,224.0,2834.0
11,0,201910,10,2,10731.0,224.0,88.0,2860.0
11,0,201911,11,2,12677.0,88.0,122.0,1880.0
11,0,201912,12,2,14152.0,122.0,98.0,2194.0
11,0,202001,1,2,4469.0,98.0,90.0,2894.0
11,0,202002,2,2,2755.0,90.0,89.0,102.0
11,0,202003,3,2,3048.0,89.0,94.0,3126.0
11,0,202004,4,2,7108.0,94.0,151.0,4042.0
11,0,202005,5,2,12472.0,151.0,73.0,5498.0
11,0,202006,6,2,13061.0,73.0,113.0,5690.0
11,0,202007,7,2,15835.0,113.0,137.0,6673.0
11,0,202008,8,2,14180.0,134.0,240.0,6431.0
11,0,202009,9,2,15034.0,240.0,228.0,6020.0
11,0,202010,10,2,14312.0,228.0,124.0,5672.0
11,0,202011,11,2,16180.0,124.0,116.0,6286.0
11,0,202012,12,2,17381.0,116.0,120.0,7004.0
12,0,201802,2,1,1129.0,40.0,40.0,0.0
12,0,201803,3,1,3568.0,43.0,42.0,307.0
12,0,201804,4,1,4560.0,42.0,41.0,209.0
12,0,201805,5,1,7521.0,41.0,42.0,522.0
12,0,201806,6,1,7687.0,42.0,42.0,617.0
12,0,201807,7,1,8675.0,42.0,40.0,724.0
12,0,201808,8,1,8245.0,40.0,44.0,517.0
12,0,201809,9,1,7989.0,44.0,44.0,319.0
12,0,201810,10,1,7583.0,44.0,48.0,511.0
12,0,201811,11,1,8522.0,48.0,47.0,642.0
12,0,201812,12,1,9310.0,47.0,40.0,836.0
12,0,201901,1,1,7049.0,40.0,60.0,814.0
12,0,201902,2,1,1101.0,60.0,52.0,342.0
12,1,201903,3,1,4611.0,52.0,43.0,2033.0
12,1,201904,4,1,6769.0,43.0,137.0,3360.0
12,1,201905,5,1,9941.0,111.0,100.0,3975.0
12,1,201906,6,1,10689.0,100.0,258.0,4475.0
12,1,201907,7,1,11824.0,258.0,314.0,5341.0
12,1,201908,8,1,10986.0,314.0,120.0,6011.0
12,1,201909,9,1,9820.0,119.0,101.0,7379.0
12,1,201910,10,1,10731.0,101.0,100.0,10532.0
12,1,201911,11,1,12677.0,100.0,188.0,14013.0
12,1,201912,12,1,14152.0,188.0,307.0,17326.0
12,1,202001,1,1,4469.0,307.0,350.0,5922.0
12,1,202002,2,1,2755.0,350.0,683.0,744.0
12,1,202003,3,1,3048.0,514.0,357.0,8819.0
12,1,202004,4,1,7108.0,357.0,182.0,12456.0
12,1,202005,5,1,12472.0,161.0,115.0,20721.0
12,1,202006,6,1,13061.0,115.0,319.0,24135.0
12,1,202007,7,1,15835.0,143.0,152.0,28422.0
12,1,202008,8,1,14180.0,152.0,117.0,29068.0
12,1,202009,9,1,15034.0,117.0,268.0,30977.0
12,1,202010,10,1,14312.0,268.0,132.0,29808.0
12,1,202011,11,1,16180.0,198.0,312.0,30649.0
12,1,202012,12,1,17381.0,312.0,82.0,31597.0
13,0,201802,2,0,1129.0,43.0,41.0,316.0
13,0,201803,3,0,3568.0,41.0,41.0,204.0
13,0,201804,4,0,4560.0,40.0,40.0,0.0
13,0,201805,5,0,7521.0,41.0,41.0,618.0
13,0,201806,6,0,7687.0,41.0,40.0,613.0
13,0,201807,7,0,8675.0,40.0,44.0,103.0
13,0,201808,8,0,8245.0,44.0,42.0,409.0
13,0,201809,9,0,7989.0,42.0,44.0,312.0
13,0,201810,10,0,7583.0,44.0,44.0,414.0
13,0,201811,11,0,8522.0,43.0,52.0,721.0
13,0,201812,12,0,9310.0,52.0,42.0,1150.0
13,0,201901,1,0,7049.0,42.0,43.0,664.0
13,0,201902,2,0,1101.0,43.0,40.0,312.0
13,0,201903,3,0,4611.0,40.0,46.0,623.0
13,0,201904,4,0,6769.0,46.0,40.0,1470.0
13,0,201905,5,0,9941.0,40.0,40.0,850.0
13,0,201906,6,0,10689.0,40.0,75.0,1512.0
13,0,201907,7,0,11824.0,75.0,62.0,1513.0
13,0,201908,8,0,10986.0,62.0,55.0,1524.0
13,0,201909,9,0,9820.0,55.0,44.0,1537.0
13,0,201910,10,0,10731.0,44.0,68.0,1602.0
13,0,201911,11,0,12677.0,68.0,63.0,1739.0
13,0,201912,12,0,14152.0,63.0,52.0,1859.0
13,0,202001,1,0,4469.0,52.0,64.0,690.0
13,0,202002,2,0,2755.0,64.0,74.0,0.0
13,0,202003,3,0,3048.0,74.0,74.0,1034.0
13,0,202004,4,0,7108.0,74.0,67.0,1036.0
13,0,202005,5,0,12472.0,67.0,56.0,1256.0
